time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-03-17T23:02:59.220Z,36.843,-117.442,4.2,0.21,ml,4,240,,0.1,ci,ci37341504,2015-03-18T00:35:54.247Z,"37km NW of Stovepipe Wells, California",earthquake
2015-03-17T23:01:07.330Z,35.9911652,-120.5386658,11.42,1.3,md,21,96,0.01829,0.04,nc,nc72412970,2015-03-18T02:30:05.837Z,"23km SW of Coalinga, California",earthquake
2015-03-17T23:00:59.000Z,62.1822,-151.7687,86.2,1.8,ml,,,,0.67,ak,ak11530639,2015-03-17T23:14:10.564Z,"87km W of Talkeetna, Alaska",earthquake
2015-03-17T22:52:19.020Z,33.9311667,-116.0305,4.87,1.46,ml,36,52,0.07428,0.13,ci,ci37341480,2015-03-18T15:52:59.790Z,"23km S of Twentynine Palms, California",earthquake
2015-03-17T22:50:56.900Z,32.8988333,-116.2735,8.04,1.71,ml,39,88,0.02461,0.23,ci,ci37341472,2015-03-18T15:46:54.116Z,"25km ENE of Pine Valley, California",earthquake
2015-03-17T22:47:42.000Z,63.5333,-150.7969,11.3,1.9,ml,,,,0.81,ak,ak11530630,2015-03-17T23:03:14.429Z,"93km W of Cantwell, Alaska",earthquake
2015-03-17T22:46:59.000Z,60.7614,-147.841,12.6,1.7,ml,,,,0.85,ak,ak11530629,2015-03-17T23:03:13.818Z,"45km E of Whittier, Alaska",earthquake
2015-03-17T22:44:07.170Z,35.5703333,-118.3473333,9.69,1.4,ml,21,71,0.1246,0.15,ci,ci37341456,2015-03-18T15:33:53.857Z,"12km ESE of Lake Isabella, California",earthquake
2015-03-17T22:41:08.579Z,37.4145,-116.0826,0.6149,1.59,ml,25,120.47,0.213,0.1088,nn,nn00487242,2015-03-18T00:34:09.035Z,"81km W of Alamo, Nevada",earthquake
2015-03-17T22:31:53.500Z,19.2565,-64.6936,35,3.2,Md,6,306,1.09594465,0.28,pr,pr15076000,2015-03-18T06:34:24.082Z,"93km N of Road Town, British Virgin Islands",earthquake
2015-03-17T22:28:55.700Z,33.5003333,-116.5008333,16.44,0.63,ml,25,92,0.06234,0.17,ci,ci37341448,2015-03-18T15:21:57.311Z,"17km ESE of Anza, California",earthquake
2015-03-17T22:28:03.490Z,33.5001667,-116.5096667,15.14,1.83,ml,59,44,0.05989,0.16,ci,ci37341440,2015-03-17T23:23:44.870Z,"16km ESE of Anza, California",earthquake
2015-03-17T22:22:56.000Z,65.4839,-151.161,0,1.8,ml,12,118.799990496001,,0.87,ak,ak11530529,2015-03-17T22:53:33.082Z,"55km NE of Tanana, Alaska",earthquake
2015-03-17T22:12:28.980Z,1.6576,126.4902,45.75,6.2,mww,,18,1.241,0.94,us,us10001nab,2015-03-18T12:59:14.040Z,"137km NW of Kota Ternate, Indonesia",earthquake
2015-03-17T21:56:25.400Z,19.3799,-65.8424,36,2.9,Md,3,295.2,1.10133454,0.2,pr,pr15076004,2015-03-18T05:58:59.144Z,"104km NNE of San Juan, Puerto Rico",earthquake
2015-03-17T21:51:16.030Z,37.4576667,-118.8361667,8.15,0.78,md,11,127,0.1322,0.03,nc,nc72412945,2015-03-17T23:04:06.122Z,"24km SSE of Mammoth Lakes, California",earthquake
2015-03-17T21:42:25.428Z,41.8774,-119.6278,9.2765,1.8,ml,5,220.55,0.146,0.1038,nn,nn00487241,2015-03-17T22:44:56.958Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-17T21:25:15.210Z,46.2058333,-118.3901667,0.01,1.87,md,12,77,0.342,0.47,uw,uw60985721,2015-03-17T22:34:30.830Z,"16km NNW of Walla Walla, Washington",explosion
2015-03-17T21:24:35.890Z,36.0755,-117.8956667,2.52,0.63,ml,9,181,0.05357,0.13,ci,ci37341384,2015-03-17T22:59:44.872Z,"6km NE of Coso Junction, California",earthquake
2015-03-17T21:14:11.650Z,35.6821,5.6433,10,4.4,mb,,92,3.013,1.16,us,us10001n98,2015-03-18T05:16:53.019Z,"0km N of Ras el Aioun, Algeria",earthquake
2015-03-17T21:12:29.590Z,33.1155,-116.012,12.16,1.25,ml,4,179,0.2171,0.21,ci,ci37341368,2015-03-17T21:40:48.996Z,"12km ESE of Ocotillo Wells, California",earthquake
2015-03-17T21:12:15.650Z,49.444,-120.5286667,0.01,2.16,md,5,228,0.6095,0.06,uw,uw60985706,2015-03-17T22:30:16.180Z,"2km SW of Princeton, Canada",explosion
2015-03-17T20:54:45.113Z,36.5434,-116.7556,6.1392,0.82,ml,12,65.77,0.056,0.1095,nn,nn00487219,2015-03-17T21:38:47.812Z,"40km S of Beatty, Nevada",earthquake
2015-03-17T20:53:20.040Z,38.7613335,-122.732666,2.49,1.11,md,16,87,0.01265,0.03,nc,nc72412940,2015-03-18T01:04:06.468Z,"2km SE of The Geysers, California",earthquake
2015-03-17T20:42:17.000Z,61.7284,-150.8467,78.4,2.6,ml,,,,1.01,ak,ak11530482,2015-03-18T04:44:48.296Z,"42km W of Willow, Alaska",earthquake
2015-03-17T20:36:22.610Z,34.0008333,-116.9928333,19.15,0.98,ml,23,113,0.06492,0.17,ci,ci37341320,2015-03-17T22:56:05.755Z,"6km ENE of Calimesa, California",earthquake
2015-03-17T20:30:17.010Z,33.8498333,-117.5118333,0.01,1.5,ml,33,80,0.06433,0.22,ci,ci37341312,2015-03-17T22:48:07.483Z,"3km SSE of Home Gardens, California",quarry blast
2015-03-17T20:27:25.090Z,33.71,-117.3483333,0.01,1.13,ml,33,78,0.04947,0.14,ci,ci37341304,2015-03-17T22:35:23.639Z,"5km NNW of Lake Elsinore, California",quarry blast
2015-03-17T20:16:18.270Z,-17.8036,-178.532,549.98,5.4,mb,,50,3.254,1.24,us,us10001n7n,2015-03-18T04:19:01.458Z,"269km SE of Lambasa, Fiji",earthquake
2015-03-17T20:11:06.430Z,39.2594,71.3453,66.95,4,mb,,91,2.214,1.68,us,us10001n7k,2015-03-18T04:13:35.540Z,"15km W of Karakenja, Tajikistan",earthquake
2015-03-17T20:01:47.990Z,35.9698333,-117.9215,1.97,0.14,ml,10,93,0.04546,0.1,ci,ci37341280,2015-03-17T21:36:02.147Z,"4km NNW of Little Lake, California",earthquake
2015-03-17T19:55:00.000Z,64.9525,-148.1057,13.3,1.6,ml,,,,0.78,ak,ak11530450,2015-03-17T20:11:51.786Z,"12km NNW of Ester, Alaska",earthquake
2015-03-17T19:53:51.250Z,47.5136,-115.8405,5,2.4,ml,,88,1.079,0.62,us,us10001n79,2015-03-18T05:49:35.847Z,"5km NNW of Mullan, Idaho",earthquake
2015-03-17T19:47:33.800Z,19.9408,-155.5472,18.8,1.7,Md,,154.8,0.13474729,0.14,hv,hv60874096,2015-03-18T00:03:28.016Z,"15km SE of Waimea, Hawaii",earthquake
2015-03-17T19:47:10.520Z,32.9056667,-116.272,5.47,1.23,ml,22,86,0.01944,0.22,ci,ci37341272,2015-03-17T22:29:26.674Z,"26km ENE of Pine Valley, California",earthquake
2015-03-17T19:43:54.690Z,38.7976685,-122.7633362,0.92,0.53,md,8,121,0.0253,0.02,nc,nc72412915,2015-03-17T19:58:05.852Z,"2km NNW of The Geysers, California",earthquake
2015-03-17T19:37:57.330Z,-7.4761,156.2449,71.09,4.9,mb,,65,4.149,0.58,us,us10001n77,2015-03-18T03:41:32.254Z,"95km NW of Gizo, Solomon Islands",earthquake
2015-03-17T19:32:45.880Z,36.6730003,-121.2994995,3.71,1.01,md,7,85,0.02204,0.02,nc,nc72412910,2015-03-17T19:47:05.422Z,"16km SSE of Ridgemark, California",earthquake
2015-03-17T19:31:06.590Z,41.8526,-119.6334,8.6626,1.91,ml,5,224.46,0.158,0.1226,nn,nn00487237,2015-03-17T22:32:27.583Z,"69km ESE of Lakeview, Oregon",earthquake
2015-03-17T19:29:54.448Z,41.865,-119.6428,3.8538,1.21,ml,5,222.26,0.144,0.1706,nn,nn00487234,2015-03-17T22:22:42.394Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-17T19:28:15.310Z,33.5101667,-116.4635,12.25,1.08,ml,38,99,0.03423,0.16,ci,ci37341264,2015-03-17T22:08:25.171Z,"20km ESE of Anza, California",earthquake
2015-03-17T19:16:14.840Z,37.5793333,-118.8718333,7.1,1.33,md,24,86,0.03558,0.03,nc,nc72412900,2015-03-18T01:34:05.256Z,"11km SE of Mammoth Lakes, California",earthquake
2015-03-17T18:41:50.220Z,33.9685,-116.807,17.4,0.84,ml,19,107,0.06648,0.16,ci,ci37341232,2015-03-17T20:06:27.892Z,"6km NNW of Cabazon, California",earthquake
2015-03-17T18:38:17.300Z,36.7336,-97.5778,5.48,2.2,ml,,63,0.255,0.38,us,us10001n9i,2015-03-17T21:33:07.023Z,"16km ESE of Medford, Oklahoma",earthquake
2015-03-17T17:54:02.000Z,61.9993,-151.1166,84.3,1.8,ml,,,,0.31,ak,ak11530378,2015-03-17T18:04:08.802Z,"63km WNW of Willow, Alaska",earthquake
2015-03-17T17:41:38.000Z,63.5689,-150.7131,8.4,1.3,ml,,,,0.47,ak,ak11530376,2015-03-17T17:54:12.354Z,"90km WNW of Cantwell, Alaska",earthquake
2015-03-17T17:41:18.866Z,41.86,-119.6172,5.0503,1.19,ml,5,223.61,0.162,0.1308,nn,nn00487232,2015-03-17T22:13:01.890Z,"70km ESE of Lakeview, Oregon",earthquake
2015-03-17T17:39:48.550Z,36.0601667,-117.5933333,1.53,0.74,ml,13,181,0.1212,0.12,ci,ci37341176,2015-03-17T21:07:48.697Z,"31km ENE of Little Lake, California",earthquake
2015-03-17T17:31:07.820Z,-24.3062,-67.089,165.27,4.3,mb,,94,2.375,1.34,us,us10001n60,2015-03-18T01:33:49.100Z,"78km W of San Antonio de los Cobres, Argentina",earthquake
2015-03-17T17:30:41.000Z,60.7342,-140.4215,3.2,2.3,ml,,,,0.75,ak,ak11530371,2015-03-17T17:44:44.022Z,"133km NE of Cape Yakataga, Alaska",earthquake
2015-03-17T17:23:22.650Z,37.6423333,-118.9241667,6.9,0.25,md,9,243,0.01924,0.04,nc,nc72412880,2015-03-17T18:20:05.610Z,"4km E of Mammoth Lakes, California",earthquake
2015-03-17T17:19:47.160Z,39.4218333,-111.7705,16.98,1.74,ml,15,67,0.454,0.11,uu,uu60104762,2015-03-17T19:42:02.810Z,"17km WNW of Ephraim, Utah",earthquake
2015-03-17T17:14:34.000Z,63.5595,-150.8171,10.5,0.7,ml,,,,0.5,ak,ak11530366,2015-03-17T17:24:50.400Z,"94km WNW of Cantwell, Alaska",earthquake
2015-03-17T16:59:51.180Z,40.1653333,-121.0723333,13.41,1.32,md,8,138,0.1879,0.08,nc,nc72412865,2015-03-17T21:28:06.976Z,"10km WNW of Greenville, California",earthquake
2015-03-17T16:55:53.000Z,64.3878,-147.3113,5,0.3,ml,,,,0.22,ak,ak11530361,2015-03-17T17:44:43.277Z,"24km SW of Salcha, Alaska",earthquake
2015-03-17T16:55:38.000Z,61.5061,-149.9269,46.2,1.1,ml,,,,0.41,ak,ak11530375,2015-03-17T17:44:42.694Z,"2km SE of Big Lake, Alaska",earthquake
2015-03-17T16:48:37.000Z,61.749,-151.4163,65.7,1.2,ml,,,,0.27,ak,ak11530357,2015-03-17T17:04:44.947Z,"72km W of Willow, Alaska",earthquake
2015-03-17T16:47:09.000Z,63.9693,-149.8439,1.6,1.4,ml,,,,0.35,ak,ak11530355,2015-03-17T16:54:46.609Z,"44km WNW of Healy, Alaska",earthquake
2015-03-17T16:39:00.000Z,61.7028,-149.8919,36.9,1.4,ml,,,,0.36,ak,ak11530344,2015-03-17T16:54:45.991Z,"8km NNW of Houston, Alaska",earthquake
2015-03-17T16:36:58.090Z,33.4755,-116.569,9.24,0.33,ml,14,114,0.03371,0.08,ci,ci37341112,2015-03-17T20:53:13.590Z,"13km SE of Anza, California",earthquake
2015-03-17T16:35:43.000Z,63.5561,-150.8364,14.4,1,ml,,,,0.61,ak,ak11530343,2015-03-17T16:44:43.485Z,"95km WNW of Cantwell, Alaska",earthquake
2015-03-17T16:26:24.400Z,33.4721667,-116.5803333,8.97,0.77,ml,24,104,0.02897,0.13,ci,ci37341096,2015-03-17T18:52:15.578Z,"13km SE of Anza, California",earthquake
2015-03-17T16:20:41.000Z,59.5204,-151.779,69.6,1.9,ml,,,,1.12,ak,ak11530342,2015-03-17T16:33:32.072Z,"18km SW of Homer, Alaska",earthquake
2015-03-17T16:19:16.000Z,61.7024,-149.8974,19.6,2,ml,,,,0.71,ak,ak11530339,2015-03-17T16:33:37.675Z,"8km SE of Willow, Alaska",earthquake
2015-03-17T16:14:59.000Z,59.4712,-153.8131,186.8,2.9,ml,,,,0.72,ak,ak11530335,2015-03-18T00:17:28.197Z,"69km ESE of Old Iliamna, Alaska",earthquake
2015-03-17T16:09:22.100Z,34.2098333,-116.8455,7.31,2.52,ml,83,32,0.0814,0.15,ci,ci37341080,2015-03-17T23:14:16.273Z,"6km S of Big Bear City, California",earthquake
